LSOA_name,Total_POI_count,pub,cafe,fast_food,school,bus_stop,post_box,restaurant,telephone,supermarket,convenience
E01002729,13,2.0,2,0,2,4,1,0.0,0.0,0.0,2
E01002350,13,1.0,0,0,0,9,2,1.0,0.0,0.0,0
E01002253,13,0.0,0,0,2,9,2,0.0,0.0,0.0,0
E01000287,13,0.0,1,1,1,8,0,0.0,0.0,0.0,2
E01002798,13,3.0,0,1,0,5,2,0.0,1.0,0.0,1
E01033725,13,1.0,0,0,4,7,1,0.0,0.0,0.0,0
E01033341,13,0.0,0,2,0,5,2,1.0,1.0,1.0,1
E01000755,12,0.0,0,0,0,11,1,0.0,0.0,0.0,0
E01001278,12,0.0,1,0,1,7,3,0.0,0.0,0.0,0
E01002066,12,0.0,2,0,1,6,0,2.0,0.0,0.0,1
E01002967,12,2.0,0,0,1,7,2,0.0,0.0,0.0,0
E01000535,12,0.0,0,0,2,6,2,0.0,0.0,1.0,1
E01001117,12,0.0,0,1,3,1,2,2.0,0.0,0.0,3
E01003174,12,0.0,0,1,2,5,0,0.0,2.0,0.0,2
E01003211,12,1.0,0,0,2,3,2,1.0,3.0,0.0,0
E01003230,12,0.0,0,2,1,2,4,0.0,1.0,0.0,2
E01004708,12,0.0,2,0,1,4,3,0.0,2.0,0.0,0
E01002007,12,1.0,3,1,0,2,2,2.0,0.0,1.0,0
E01003445,12,0.0,1,0,0,7,4,0.0,0.0,0.0,0
E01004370,12,0.0,1,0,2,4,2,1.0,0.0,0.0,2
E01003272,12,0.0,1,3,0,2,1,1.0,1.0,1.0,2
E01000838,12,0.0,1,1,2,2,3,1.0,1.0,0.0,1
E01000365,12,0.0,1,2,2,6,1,0.0,0.0,0.0,0
E01003312,12,1.0,0,0,2,5,3,0.0,0.0,1.0,0
E01002793,12,0.0,3,2,1,4,0,0.0,2.0,0.0,0
E01000508,12,0.0,1,1,1,6,3,0.0,0.0,0.0,0
E01002176,12,0.0,0,1,0,3,1,3.0,2.0,0.0,2
E01000823,12,2.0,1,0,0,0,4,3.0,1.0,0.0,1
E01004034,12,1.0,1,1,0,4,2,0.0,0.0,1.0,2
E01003435,12,0.0,0,0,0,8,3,1.0,0.0,0.0,0
E01032787,12,1.0,0,1,1,2,3,0.0,1.0,0.0,3
E01000678,12,1.0,0,2,0,2,4,2.0,0.0,1.0,0
E01001686,12,0.0,0,0,1,8,3,0.0,0.0,0.0,0
E01001560,12,0.0,0,0,2,8,2,0.0,0.0,0.0,0
E01002490,12,1.0,0,0,1,9,1,0.0,0.0,0.0,0
E01032778,12,0.0,2,0,1,4,1,3.0,0.0,0.0,1
E01001233,12,1.0,1,1,1,2,2,0.0,2.0,1.0,1
E01001544,12,0.0,0,0,3,7,1,0.0,0.0,1.0,0
E01001511,12,1.0,1,0,0,8,1,0.0,0.0,1.0,0
E01001071,12,0.0,0,0,1,9,2,0.0,0.0,0.0,0
E01003007,12,1.0,0,0,0,6,2,1.0,1.0,0.0,1
E01001775,12,2.0,0,0,1,5,1,2.0,0.0,0.0,1
E01001784,12,0.0,1,1,2,4,1,0.0,1.0,0.0,2
E01001994,12,0.0,1,1,0,2,5,2.0,0.0,1.0,0
E01004205,12,0.0,1,3,2,2,1,0.0,0.0,0.0,3
E01002530,12,1.0,0,0,2,8,0,0.0,0.0,0.0,1
E01004513,12,1.0,1,0,0,3,1,0.0,5.0,1.0,0
E01002276,12,0.0,0,0,2,9,1,0.0,0.0,0.0,0
E01002317,12,0.0,0,0,1,8,3,0.0,0.0,0.0,0
E01002615,12,1.0,0,0,2,8,0,0.0,0.0,0.0,1
E01000280,11,0.0,0,1,0,7,3,0.0,0.0,0.0,0
E01000408,11,1.0,0,0,1,8,1,0.0,0.0,0.0,0
E01033705,11,1.0,0,0,1,6,2,0.0,0.0,0.0,1
E01002448,11,2.0,0,0,1,5,1,0.0,1.0,1.0,0
E01002553,11,0.0,0,3,0,5,0,0.0,0.0,0.0,3
E01002577,11,0.0,1,1,0,0,3,4.0,0.0,0.0,2
E01032777,11,0.0,2,1,0,2,3,1.0,0.0,1.0,1
E01000239,11,0.0,4,0,2,4,0,1.0,0.0,0.0,0
E01003326,11,1.0,0,0,1,3,2,2.0,0.0,2.0,0
E01000197,11,0.0,1,0,0,6,2,0.0,0.0,0.0,2
E01001061,11,0.0,1,0,2,7,1,0.0,0.0,0.0,0
E01002885,11,1.0,2,0,2,2,2,1.0,0.0,0.0,1
E01000212,11,0.0,0,0,0,7,4,0.0,0.0,0.0,0
E01001022,11,1.0,0,0,1,8,1,0.0,0.0,0.0,0
E01003114,11,2.0,1,1,0,5,1,0.0,0.0,1.0,0
E01002279,11,0.0,0,0,2,9,0,0.0,0.0,0.0,0
E01001082,11,0.0,0,0,1,9,1,0.0,0.0,0.0,0
E01002258,11,1.0,0,1,0,7,1,0.0,0.0,0.0,1
E01002762,11,0.0,1,1,0,5,3,0.0,0.0,0.0,1
E01000324,11,1.0,1,0,1,3,2,1.0,0.0,0.0,2
E01002745,11,1.0,3,1,1,1,1,0.0,0.0,1.0,2
E01002424,11,0.0,0,0,2,9,0,0.0,0.0,0.0,0
E01003278,11,2.0,1,0,0,3,0,2.0,1.0,0.0,2
E01002905,11,0.0,0,1,5,4,1,0.0,0.0,0.0,0
E01002938,11,1.0,0,1,5,2,2,0.0,0.0,0.0,0
E01002876,11,0.0,0,1,1,1,6,1.0,0.0,0.0,1
E01002945,11,0.0,0,0,0,6,3,0.0,1.0,0.0,1
E01000193,11,0.0,1,0,0,6,2,1.0,0.0,1.0,0
E01003127,11,0.0,3,2,1,2,2,0.0,0.0,0.0,1
E01001044,11,0.0,1,0,4,3,3,0.0,0.0,0.0,0
E01002390,11,0.0,0,4,0,1,5,0.0,0.0,0.0,1
E01004369,11,0.0,1,1,1,1,1,2.0,0.0,0.0,4
E01002200,11,0.0,0,0,2,8,1,0.0,0.0,0.0,0
E01000992,11,1.0,0,0,1,6,2,0.0,0.0,0.0,1
E01000502,11,0.0,1,0,2,6,2,0.0,0.0,0.0,0
E01001499,11,0.0,0,0,0,7,0,4.0,0.0,0.0,0
E01001752,11,0.0,2,0,2,3,1,0.0,1.0,1.0,1
E01000490,11,1.0,0,2,0,2,2,1.0,0.0,0.0,3
E01003009,11,0.0,0,0,1,6,3,0.0,1.0,0.0,0
E01004091,11,0.0,0,0,1,7,3,0.0,0.0,0.0,0
E01001750,11,0.0,1,0,1,1,1,3.0,2.0,0.0,2
E01004601,11,1.0,1,0,0,4,2,0.0,1.0,1.0,1
E01003598,11,1.0,0,1,1,2,1,0.0,0.0,0.0,5
E01001972,11,1.0,2,0,1,5,1,0.0,0.0,0.0,1
E01001191,11,0.0,0,0,1,5,3,0.0,0.0,0.0,2
E01000824,11,0.0,0,2,0,6,1,0.0,0.0,1.0,1
E01004534,11,1.0,1,1,1,3,1,1.0,0.0,0.0,2
E01003602,11,1.0,1,2,0,3,1,1.0,0.0,0.0,2
E01001212,11,0.0,0,0,2,6,3,0.0,0.0,0.0,0
E01001786,11,0.0,2,0,1,5,1,0.0,1.0,1.0,0
E01000564,11,0.0,0,0,2,3,3,0.0,1.0,1.0,1
E01001555,11,1.0,1,0,2,1,2,1.0,2.0,1.0,0
E01001608,11,0.0,0,0,1,4,3,2.0,0.0,0.0,1
E01004148,11,0.0,0,0,2,8,1,0.0,0.0,0.0,0
E01000543,11,2.0,0,1,2,4,1,0.0,0.0,0.0,1
E01003462,11,2.0,0,0,1,5,3,0.0,0.0,0.0,0
E01004596,11,1.0,1,1,0,0,2,1.0,1.0,1.0,3
E01001658,11,0.0,0,0,1,8,2,0.0,0.0,0.0,0
E01002934,11,0.0,1,0,2,4,1,1.0,0.0,0.0,2
E01001621,11,0.0,0,0,0,8,2,1.0,0.0,0.0,0
E01000630,11,0.0,0,0,2,2,2,0.0,1.0,0.0,4
E01004499,11,0.0,1,0,1,4,1,2.0,1.0,0.0,1
E01004181,11,0.0,0,0,1,6,3,0.0,0.0,0.0,1
E01003945,11,1.0,0,0,1,8,1,0.0,0.0,0.0,0
E01003864,11,1.0,1,0,0,4,3,0.0,0.0,0.0,2
E01001039,10,0.0,0,0,1,6,3,0.0,0.0,0.0,0
E01002400,10,0.0,0,0,0,9,1,0.0,0.0,0.0,0
E01002629,10,0.0,2,1,1,3,1,2.0,0.0,0.0,0
E01003105,10,1.0,2,0,1,3,2,1.0,0.0,0.0,0
E01000640,10,0.0,0,0,1,7,1,0.0,0.0,0.0,1
E01004378,10,0.0,0,0,2,5,1,0.0,1.0,0.0,1
E01004557,10,1.0,1,0,2,1,1,3.0,1.0,0.0,0
E01004071,10,0.0,1,2,3,2,1,0.0,0.0,0.0,1
E01003699,10,0.0,0,1,0,6,1,0.0,0.0,0.0,2
E01001737,10,0.0,1,2,2,3,1,0.0,0.0,0.0,1
E01001054,10,0.0,0,0,2,7,1,0.0,0.0,0.0,0
E01001203,10,1.0,3,2,0,1,1,1.0,0.0,0.0,1
E01003955,10,1.0,1,2,0,3,1,0.0,0.0,0.0,2
E01003293,10,0.0,1,1,1,1,2,3.0,0.0,0.0,1
E01002825,10,1.0,0,1,1,2,3,0.0,2.0,0.0,0
E01004150,10,0.0,0,1,0,6,2,1.0,0.0,0.0,0
E01003163,10,0.0,0,0,3,6,0,0.0,1.0,0.0,0
E01003280,10,0.0,0,1,2,5,2,0.0,0.0,0.0,0
E01001646,10,0.0,0,0,0,6,3,0.0,0.0,1.0,0
E01003050,10,1.0,1,1,0,5,0,1.0,0.0,0.0,1
E01000621,10,1.0,0,2,0,3,0,0.0,0.0,0.0,4
E01001713,10,1.0,0,1,0,5,2,0.0,0.0,0.0,1
E01001267,10,0.0,0,0,5,2,3,0.0,0.0,0.0,0
E01003149,10,0.0,0,0,2,5,3,0.0,0.0,0.0,0
E01000183,10,0.0,1,1,1,4,1,0.0,0.0,0.0,2
E01002342,10,0.0,1,3,0,4,1,0.0,0.0,1.0,0
E01001208,10,1.0,0,0,3,4,2,0.0,0.0,0.0,0
E01004145,10,0.0,0,0,0,8,2,0.0,0.0,0.0,0
E01003719,10,0.0,0,1,2,5,1,0.0,0.0,0.0,1
E01002039,10,1.0,0,1,1,3,1,0.0,2.0,0.0,1
E01001157,10,1.0,0,2,1,4,0,0.0,1.0,0.0,1
E01001279,10,0.0,0,0,0,6,4,0.0,0.0,0.0,0
E01002125,10,0.0,0,2,0,4,0,1.0,0.0,2.0,1
E01004692,10,0.0,0,0,1,3,3,0.0,3.0,0.0,0
E01004701,10,1.0,0,0,1,2,2,0.0,4.0,0.0,0
E01000979,10,2.0,0,0,0,3,4,0.0,0.0,0.0,1
E01000518,10,0.0,0,0,2,4,4,0.0,0.0,0.0,0
E01001250,10,1.0,0,3,0,4,0,1.0,0.0,0.0,1
E01000465,10,0.0,1,0,2,4,2,0.0,0.0,0.0,1
E01000103,10,0.0,0,0,1,7,2,0.0,0.0,0.0,0
E01003180,10,1.0,2,0,1,5,0,0.0,0.0,0.0,1
E01000134,10,0.0,0,0,2,6,2,0.0,0.0,0.0,0
E01003209,10,0.0,1,0,0,7,1,0.0,0.0,0.0,1
E01000292,10,0.0,1,1,0,5,0,0.0,0.0,1.0,2
E01003286,10,0.0,0,1,2,4,2,0.0,0.0,1.0,0
E01000970,10,2.0,1,1,1,2,0,3.0,0.0,0.0,0
E01001311,10,0.0,0,0,1,6,2,0.0,0.0,0.0,1
E01004635,10,0.0,0,0,4,4,2,0.0,0.0,0.0,0
E01003338,10,1.0,0,4,1,3,0,0.0,0.0,0.0,1
E01003257,10,0.0,1,0,2,6,0,0.0,1.0,0.0,0
E01000136,9,0.0,0,0,1,3,4,1.0,0.0,0.0,0
E01001387,9,0.0,0,0,1,2,4,2.0,0.0,0.0,0
E01001404,9,0.0,0,0,2,6,1,0.0,0.0,0.0,0
E01002970,9,0.0,0,1,0,6,1,0.0,1.0,0.0,0
E01004144,9,0.0,0,0,0,5,2,0.0,0.0,0.0,2
E01002708,9,0.0,2,0,1,3,2,1.0,0.0,0.0,0
E01004411,9,0.0,2,0,0,3,0,3.0,1.0,0.0,0
E01002901,9,0.0,0,0,0,5,2,1.0,0.0,0.0,1
E01033743,9,0.0,1,1,1,4,0,0.0,1.0,1.0,0
E01002725,9,0.0,1,0,0,4,0,2.0,2.0,0.0,0
E01001572,9,0.0,0,0,0,6,3,0.0,0.0,0.0,0
E01004046,9,0.0,0,1,1,3,3,0.0,0.0,0.0,1
E01003908,9,1.0,0,0,2,2,2,0.0,0.0,1.0,1
E01002980,9,0.0,0,0,0,6,3,0.0,0.0,0.0,0
E01001870,9,0.0,2,2,0,0,1,3.0,0.0,0.0,1
E01004248,9,0.0,0,1,2,5,0,0.0,0.0,0.0,1
E01003638,9,0.0,0,0,2,5,1,0.0,0.0,1.0,0
E01001674,9,0.0,0,0,0,7,2,0.0,0.0,0.0,0
E01001978,9,1.0,0,1,0,6,1,0.0,0.0,0.0,0
E01001832,9,0.0,2,1,0,2,1,2.0,1.0,0.0,0
E01001133,9,0.0,0,0,0,7,2,0.0,0.0,0.0,0
E01002927,9,0.0,1,0,0,5,3,0.0,0.0,0.0,0
E01002662,9,0.0,0,0,1,5,1,1.0,0.0,0.0,1
E01004394,9,1.0,1,0,0,3,2,2.0,0.0,0.0,0
E01001285,9,0.0,0,0,1,7,1,0.0,0.0,0.0,0
E01000792,9,0.0,0,0,2,3,1,1.0,0.0,0.0,2
E01004477,9,0.0,1,0,2,3,3,0.0,0.0,0.0,0
E01000525,9,0.0,0,0,1,4,3,0.0,0.0,0.0,1
E01033456,9,0.0,0,0,2,5,0,0.0,0.0,0.0,2
E01003078,9,1.0,0,0,1,6,1,0.0,0.0,0.0,0
E01004185,9,0.0,0,0,0,8,1,0.0,0.0,0.0,0
E01000563,9,0.0,0,0,0,4,4,0.0,1.0,0.0,0
E01001988,9,0.0,1,0,1,3,3,0.0,0.0,1.0,0
E01000891,9,0.0,1,2,2,1,1,0.0,0.0,1.0,1
E01004646,9,0.0,0,0,1,2,4,2.0,0.0,0.0,0
E01004229,9,1.0,0,1,3,1,1,0.0,0.0,0.0,2
E01002142,9,0.0,0,1,0,3,2,1.0,0.0,2.0,0
E01003404,9,0.0,0,0,4,3,2,0.0,0.0,0.0,0
E01004656,9,0.0,1,0,0,2,2,3.0,1.0,0.0,0
E01001269,9,0.0,1,0,0,3,2,0.0,0.0,0.0,3
E01000495,9,0.0,0,0,1,4,2,0.0,1.0,0.0,1
E01001728,9,0.0,0,0,2,6,0,0.0,1.0,0.0,0
E01000958,9,1.0,1,0,0,2,2,0.0,2.0,0.0,1
E01001758,9,0.0,2,0,1,2,0,1.0,1.0,0.0,2
E01003148,9,0.0,0,0,1,3,3,0.0,1.0,0.0,1
E01001883,9,2.0,0,0,2,2,3,0.0,0.0,0.0,0
E01004446,9,0.0,0,1,0,1,0,5.0,0.0,0.0,2
E01002274,9,0.0,0,0,1,5,1,0.0,0.0,1.0,1
E01000910,9,2.0,0,0,1,2,2,1.0,1.0,0.0,0
E01000712,9,0.0,0,0,1,4,4,0.0,0.0,0.0,0
E01001138,9,0.0,0,0,2,5,2,0.0,0.0,0.0,0
E01004564,9,1.0,2,0,0,4,0,0.0,1.0,0.0,1
E01003820,9,0.0,0,0,1,6,2,0.0,0.0,0.0,0
E01002537,9,0.0,1,0,1,3,0,2.0,0.0,0.0,2
E01002388,9,0.0,0,0,2,4,3,0.0,0.0,0.0,0
E01000937,9,1.0,5,0,0,0,1,0.0,2.0,0.0,0
E01001008,8,0.0,0,0,1,6,1,0.0,0.0,0.0,0
E01003339,8,1.0,0,0,1,2,2,0.0,2.0,0.0,0
E01004001,8,2.0,0,0,0,3,1,1.0,0.0,0.0,1
E01003977,8,0.0,0,0,2,1,1,0.0,2.0,0.0,2
E01004738,8,1.0,1,0,1,1,1,0.0,1.0,0.0,2
E01004669,8,0.0,0,1,1,3,1,0.0,0.0,0.0,2
E01003839,8,2.0,0,0,0,5,1,0.0,0.0,0.0,0
E01003059,8,1.0,1,2,0,1,0,0.0,0.0,0.0,3
E01003517,8,0.0,1,0,1,5,0,0.0,0.0,0.0,1
E01004418,8,0.0,1,1,1,2,2,1.0,0.0,0.0,0
E01003156,8,0.0,0,0,3,5,0,0.0,0.0,0.0,0
E01004003,8,2.0,0,0,0,2,3,0.0,0.0,0.0,1
E01003150,8,0.0,0,0,1,6,1,0.0,0.0,0.0,0
E01002652,8,0.0,0,0,2,4,1,0.0,0.0,0.0,1
E01001339,8,0.0,0,0,1,5,1,0.0,0.0,0.0,1
E01002531,8,0.0,0,0,0,2,0,2.0,2.0,0.0,2
E01003064,8,0.0,1,0,1,4,1,0.0,1.0,0.0,0
E01004090,8,0.0,0,0,0,6,2,0.0,0.0,0.0,0
E01003152,8,0.0,0,0,3,3,1,0.0,0.0,0.0,1
E01004043,8,1.0,0,0,1,2,2,0.0,1.0,0.0,1
E01004313,8,1.0,1,0,0,3,2,0.0,0.0,0.0,1
E01003182,8,0.0,0,1,1,3,3,0.0,0.0,0.0,0
E01003125,8,0.0,1,0,0,2,1,1.0,2.0,0.0,1
E01004757,8,1.0,1,0,0,2,2,0.0,1.0,0.0,1
E01004066,8,0.0,1,0,1,2,3,0.0,0.0,0.0,1
E01003301,8,0.0,2,0,1,2,2,0.0,0.0,1.0,0
E01032774,8,0.0,1,1,1,0,2,1.0,0.0,1.0,1
E01003541,8,0.0,0,0,1,3,2,0.0,0.0,0.0,2
E01001929,8,2.0,0,0,0,2,1,1.0,0.0,0.0,2
E01004250,8,0.0,1,1,1,2,1,0.0,0.0,0.0,2
E01002536,8,0.0,0,0,0,4,1,1.0,0.0,0.0,2
E01000983,8,1.0,2,1,1,1,2,0.0,0.0,0.0,0
E01000366,8,0.0,1,0,2,1,1,2.0,1.0,0.0,0
E01000158,8,0.0,0,0,3,1,4,0.0,0.0,0.0,0
E01001995,8,0.0,0,0,2,3,3,0.0,0.0,0.0,0
E01000782,8,0.0,0,2,1,3,2,0.0,0.0,0.0,0
E01000662,8,1.0,0,0,1,3,2,1.0,0.0,0.0,0
E01002152,8,0.0,0,0,0,3,5,0.0,0.0,0.0,0
E01000503,8,0.0,0,0,2,4,2,0.0,0.0,0.0,0
E01001180,8,1.0,0,0,1,4,1,0.0,0.0,0.0,1
E01001697,8,1.0,0,0,2,4,1,0.0,0.0,0.0,0
E01002057,8,0.0,2,1,0,2,1,0.0,0.0,1.0,1
E01001586,8,0.0,0,0,1,4,2,0.0,1.0,0.0,0
E01000995,8,0.0,0,0,3,3,1,0.0,0.0,0.0,1
E01001449,8,1.0,0,0,2,4,1,0.0,0.0,0.0,0
E01003273,8,0.0,1,0,0,6,1,0.0,0.0,0.0,0
E01003424,8,0.0,0,0,1,2,4,0.0,1.0,0.0,0
E01002641,8,1.0,0,1,1,3,2,0.0,0.0,0.0,0
E01000998,8,0.0,0,0,0,5,3,0.0,0.0,0.0,0
E01000098,8,0.0,0,0,0,3,4,0.0,0.0,0.0,1
E01001794,8,0.0,1,0,1,3,0,0.0,2.0,0.0,1
E01002697,8,1.0,0,0,1,3,0,0.0,1.0,0.0,2
E01000031,8,1.0,0,0,2,5,0,0.0,0.0,0.0,0
E01001181,8,2.0,0,1,1,1,2,1.0,0.0,0.0,0
E01000359,7,0.0,0,0,0,5,1,0.0,0.0,0.0,1
E01000651,7,0.0,0,0,0,7,0,0.0,0.0,0.0,0
E01000627,7,0.0,0,0,1,5,1,0.0,0.0,0.0,0
E01003266,7,0.0,0,0,1,4,2,0.0,0.0,0.0,0
E01001083,7,0.0,0,0,0,4,3,0.0,0.0,0.0,0
E01001281,7,0.0,0,0,2,3,2,0.0,0.0,0.0,0
E01002106,7,1.0,0,0,1,3,2,0.0,0.0,0.0,0
E01000551,7,0.0,0,0,3,1,1,0.0,0.0,1.0,1
E01000638,7,1.0,0,0,0,5,1,0.0,0.0,0.0,0
E01004519,7,0.0,0,0,0,6,1,0.0,0.0,0.0,0
E01004425,7,0.0,0,0,1,2,2,0.0,0.0,2.0,0
E01000589,7,0.0,0,0,1,3,1,0.0,0.0,1.0,1
E01002088,7,1.0,0,0,0,3,0,1.0,0.0,0.0,2
E01004576,7,0.0,0,0,3,1,3,0.0,0.0,0.0,0
E01004498,7,0.0,0,3,1,1,1,1.0,0.0,0.0,0
E01004351,7,1.0,0,0,0,5,1,0.0,0.0,0.0,0
E01004160,7,0.0,0,0,2,3,2,0.0,0.0,0.0,0
E01002312,7,1.0,0,0,1,5,0,0.0,0.0,0.0,0
E01003604,7,0.0,1,0,0,2,0,2.0,0.0,0.0,2
E01001851,7,0.0,2,0,2,0,2,1.0,0.0,0.0,0
E01001193,7,0.0,0,0,0,5,1,0.0,0.0,0.0,1
E01004020,7,1.0,0,0,1,3,1,0.0,0.0,0.0,1
E01001472,7,0.0,1,1,0,0,1,3.0,0.0,0.0,1
E01003997,7,1.0,0,0,0,2,2,0.0,0.0,0.0,2
E01003670,7,1.0,0,0,1,4,1,0.0,0.0,0.0,0
E01001003,7,1.0,0,0,2,3,1,0.0,0.0,0.0,0
E01001171,7,0.0,0,0,2,4,1,0.0,0.0,0.0,0
E01001067,7,0.0,0,0,2,2,3,0.0,0.0,0.0,0
E01004383,7,0.0,0,1,0,3,1,0.0,1.0,0.0,1
E01002013,7,0.0,0,1,1,2,1,1.0,1.0,0.0,0
E01001787,7,0.0,0,0,1,5,0,0.0,0.0,0.0,1
E01004087,7,0.0,0,0,0,4,3,0.0,0.0,0.0,0
E01004602,7,0.0,0,0,2,1,2,1.0,0.0,1.0,0
E01001624,7,0.0,0,0,2,3,2,0.0,0.0,0.0,0
E01003313,7,0.0,1,0,2,0,3,0.0,1.0,0.0,0
E01002465,7,1.0,0,0,1,4,1,0.0,0.0,0.0,0
E01032742,7,0.0,0,1,0,4,1,0.0,0.0,1.0,0
E01000038,7,0.0,0,0,2,3,1,0.0,0.0,0.0,1
E01032789,7,0.0,1,0,0,3,1,1.0,0.0,0.0,1
E01002373,7,0.0,0,0,3,3,1,0.0,0.0,0.0,0
E01003184,7,0.0,1,0,1,3,0,1.0,0.0,0.0,1
E01002863,7,0.0,2,0,1,1,1,2.0,0.0,0.0,0
E01002575,7,1.0,1,0,0,4,1,0.0,0.0,0.0,0
E01002646,7,0.0,0,0,2,3,0,0.0,0.0,0.0,2
E01003527,7,0.0,1,2,0,0,1,0.0,1.0,0.0,2
E01002632,7,0.0,0,1,1,4,0,0.0,0.0,0.0,1
E01000269,7,0.0,1,0,1,3,2,0.0,0.0,0.0,0
E01000077,7,0.0,0,0,2,4,1,0.0,0.0,0.0,0
E01004616,7,0.0,0,0,0,4,1,0.0,0.0,0.0,2
E01000266,7,0.0,0,0,2,5,0,0.0,0.0,0.0,0
E01003113,7,0.0,1,0,1,3,1,0.0,0.0,1.0,0
E01002419,7,0.0,0,0,1,3,2,1.0,0.0,0.0,0
E01000222,7,0.0,0,0,0,7,0,0.0,0.0,0.0,0
E01003269,7,1.0,0,0,0,4,2,0.0,0.0,0.0,0
E01000479,7,0.0,0,0,1,4,2,0.0,0.0,0.0,0
E01000449,7,0.0,0,0,1,5,1,0.0,0.0,0.0,0
E01004089,7,0.0,1,2,0,1,1,0.0,1.0,1.0,0
E01001960,7,0.0,1,0,0,1,1,2.0,1.0,1.0,0
E01003277,7,0.0,0,0,0,4,2,0.0,0.0,0.0,1
E01000829,7,0.0,0,0,1,2,4,0.0,0.0,0.0,0
