LSOA11CD,asian(%),black(%),mixed(%),white(%),other(%),Heterogeneity index
E01000008,25.52954292084727,39.910813823857296,4.793756967670011,25.08361204013378,4.682274247491638,0.7081277987196266
E01000016,14.339826839826838,20.562770562770563,2.4891774891774894,57.84632034632035,4.761904761904762,0.5996473313843445
E01000020,22.33896756509822,19.735038830516217,3.2434901781635452,42.850616719963455,11.831886706258565,0.7124809645636714
E01000036,27.956254272043747,19.958988380041013,1.845522898154477,47.163362952836636,3.0758714969241283,0.6582836884668017
E01000048,19.34477379095164,41.18564742589704,5.77223088923557,26.053042121684868,7.644305772230889,0.7159007109114317
E01000051,32.761732851985556,34.11552346570397,5.054151624548736,23.916967509025273,4.1516245487364625,0.7147998149330761
E01000067,54.252461951656215,12.444046553267682,3.8943598925693825,26.544315129811995,2.864816472694718,0.6173842199458359
E01000070,62.475822050290134,8.027079303675048,1.9825918762088972,24.806576402321085,2.7079303675048356,0.5405707866765936
E01000074,16.591166477916193,19.988674971687427,4.756511891279728,56.17214043035108,2.491506228765572,0.614104469859136
E01000081,23.50859453993933,18.452982810920123,3.336703741152679,52.123356926188066,2.578361981799798,0.637220752851641
E01000094,19.37321937321937,43.14204314204314,5.901505901505902,28.083028083028083,3.5002035002035004,0.6927706821886717
E01000099,28.21710999281093,16.67864845434939,4.205607476635514,47.34004313443565,3.558590941768512,0.665418700168124
E01000105,13.521608900299528,27.813436029097133,5.305947796320068,51.3050919982884,2.053915275994865,0.6378994754071587
E01000111,22.96983758700696,17.122969837587007,3.480278422273782,52.5754060324826,3.851508120649652,0.6388070692987226
E01000121,16.8141592920354,11.776718856364875,8.168822328114365,56.092579986385296,7.147719537100068,0.6314395857941826
E01000144,23.012048192771083,5.36144578313253,3.8554216867469884,54.93975903614457,12.831325301204819,0.6243816228770503
E01000174,12.202043132803633,4.824063564131668,7.4347332576617475,68.27468785471056,7.264472190692395,0.5058357737634331
E01000182,10.864197530864198,1.9753086419753085,5.987654320987654,75.37037037037037,5.802469135802469,0.4127853985672916
E01000208,15.64039408866995,2.647783251231527,4.987684729064039,64.96305418719211,11.761083743842365,0.5364968817491325
E01000213,5.485544848035582,1.7790956263899185,3.9288361749444034,76.72349888806524,12.083024462564863,0.39188131009929117
E01000248,7.746478873239436,2.9342723004694835,4.753521126760563,82.21830985915493,2.3474178403755865,0.31434253014172686
E01000276,26.418786692759294,2.609262883235486,4.957599478147423,55.12067840834965,10.893672537508154,0.6113700374751765
E01000289,13.996200126662444,18.619379354021532,6.396453451551615,53.19822672577581,7.7897403419886,0.6525779096364932
E01000291,15.079872204472844,15.207667731629392,5.814696485623004,57.44408945686901,6.453674121405751,0.6166040278047138
E01000308,23.81628787878788,12.68939393939394,6.8181818181818175,44.98106060606061,11.695075757575758,0.7065205499598255
E01000318,30.853277835587928,4.266389177939646,5.82726326742976,45.00520291363163,14.04786680541103,0.6773105321914716
E01000334,12.372982665869694,10.818888224745965,4.184100418410042,69.27674835624626,3.3472803347280333,0.4901882112765277
E01000335,13.07861866274798,28.214548126377665,4.886113152094048,50.5878030859662,3.2329169728141074,0.6439437332946072
E01000356,23.224568138195778,4.030710172744722,2.815099168266155,68.01023672424824,1.9193857965451053,0.4807371685846198
E01000367,6.393298059964726,23.015873015873016,3.747795414462081,62.96296296296296,3.880070546737213,0.5435959706241893
E01000370,8.793324775353016,6.867779204107831,3.594351732991014,79.01155327342747,1.7329910141206675,0.3616762875283641
E01000377,3.8881309686221006,8.731241473396999,2.728512960436562,84.17462482946793,0.47748976807639837,0.28156076152685083
E01000389,17.225161669606116,4.938271604938271,3.6449147560258672,70.72310405643739,3.4685479129923578,0.4651833603430704
E01000401,15.702479338842975,7.493112947658402,2.8650137741046833,70.24793388429752,3.691460055096419,0.47406780046900254
E01000436,10.870802504268639,3.8133181559476377,2.6180990324416618,80.13659647125783,2.5611838360842345,0.34319960583716014
E01000442,10.626865671641792,8.238805970149254,2.9850746268656714,74.98507462686567,3.164179104477612,0.4177507685453331
E01000469,9.221076746849944,45.81901489117984,4.696449026345934,37.0561282932417,3.2073310423825885,0.6410089368072859
E01000476,69.75056689342404,8.435374149659863,1.3151927437641724,15.28344671201814,5.215419501133787,0.4801188805076074
E01000481,34.45532435740514,18.115055079559365,4.16156670746634,30.110159118727047,13.157894736842104,0.7387604889368964
E01000489,19.97690531177829,11.374133949191686,7.1016166281755195,47.51732101616628,14.030023094688222,0.6966382027745628
E01000504,13.351800554016622,12.299168975069252,11.745152354570637,52.853185595567865,9.750692520775624,0.6643976028422127
E01000512,24.574780058651026,8.563049853372434,6.6275659824046915,51.55425219941348,8.680351906158359,0.6545640302370981
E01000527,15.11627906976744,36.83932346723044,8.879492600422834,29.862579281183933,9.30232558139535,0.7357210062173433
E01000528,12.82051282051282,45.33799533799534,6.293706293706294,26.63170163170163,8.916083916083917,0.6951745806640912
E01000538,56.207535515750465,2.038295243977764,1.9147621988882024,31.93329215565164,7.906114885731934,0.5750650188981142
E01000559,13.850616388687452,10.804931109499638,7.4691805656272665,56.852791878172596,11.022480058013052,0.6281890220078343
E01000573,43.157262905162064,5.762304921968788,2.581032412965186,39.43577430972389,9.063625450180073,0.6460255170495569
E01000584,18.995492594977463,8.886027044430135,7.083065035415325,58.01674179008371,7.018673535093367,0.6094835868014425
E01000586,13.20754716981132,13.752620545073373,7.9245283018867925,56.35220125786164,8.763102725366876,0.6321265421111155
E01000588,37.17063989962359,19.071518193224595,4.485570890840653,32.026348808030114,7.245922208281054,0.7156309970419185
E01000595,13.73100731570062,46.03263927968486,4.895891952729319,21.215531795160384,14.124929656724817,0.7018873373870906
E01000596,17.306652244456462,44.7809626825311,7.247160627366143,19.524067063277446,11.141157382368847,0.7137309249646295
E01000625,26.99460107978404,10.377924415116976,5.93881223755249,40.551889622075585,16.136772645470906,0.7223469523251917
E01000626,13.423249839434812,31.920359666024407,6.9364161849710975,38.66409762363519,9.05587668593449,0.7175871785447783
E01000641,20.634920634920633,21.55657962109575,7.014848950332821,37.94162826420891,12.852022529441884,0.7455564181197203
E01000643,15.909090909090908,31.327985739750446,8.55614973262032,33.33333333333333,10.87344028520499,0.7462907622942225
E01000659,1.6337644656228727,3.8121170864533696,3.7440435670524166,90.40163376446563,0.4084411164057182,0.17961585033279093
E01000664,7.798440311937613,7.258548290341932,6.29874025194961,74.9250149970006,3.719256148770246,0.42192329380554594
E01000682,15.519399249061328,3.44180225281602,2.690863579474343,75.71964956195244,2.6282853566958697,0.39996882836962977
E01000685,12.915129151291513,3.6285362853628538,3.198031980319803,77.79827798277982,2.4600246002460024,0.37511819767644183
E01000694,9.722222222222223,4.079861111111112,6.119791666666666,78.125,1.953125,0.37440509560667434
E01000706,6.540697674418605,10.755813953488373,6.613372093023257,74.49127906976744,1.5988372093023258,0.4246288111817198
E01000718,8.341416100872939,18.13773035887488,9.21435499515034,61.396702230843836,2.909796314258002,0.5738517217470821
E01000726,9.541984732824428,4.885496183206107,2.8244274809160306,80.68702290076337,2.0610687022900764,0.3362461395023598
E01000731,6.681190994916484,7.334785766158316,5.228758169934641,79.15758896151053,1.597676107480029,0.3605746233510484
E01000762,11.683848797250858,5.211912943871707,6.013745704467354,74.79954180985109,2.290950744558992,0.4199938593072826
E01000775,7.6855511638120335,6.280193236714976,5.884936319718928,76.59200702678963,3.557312252964427,0.3987868989873916
E01000796,5.905256327060351,35.626216742375085,9.798831927319922,43.153796236210255,5.515898767034393,0.6707208252392636
E01000811,11.510263929618768,1.9794721407624634,3.812316715542522,82.11143695014663,0.5865102639296188,0.3106429683267259
E01000842,10.566829951014697,2.44926522043387,5.248425472358292,74.52764170748776,7.207837648705389,0.42484749326776494
E01000857,12.32876712328767,5.191059841384282,5.767844268204758,72.02595529920693,4.686373467916366,0.45780860383965005
E01000879,11.855273287143957,2.232486528098537,5.542725173210162,75.13471901462664,5.234795996920708,0.41511176063069766
E01000882,9.422283356258596,1.3755158184319118,6.8088033012379645,76.96011004126547,5.433287482806053,0.39105895797581613
E01000894,10.526315789473683,0.864100549882168,5.498821681068343,80.12568735271013,2.9850746268656714,0.34291765219875736
E01000907,8.051420838971584,10.081190798376184,8.592692828146143,65.8998646820027,7.374830852503384,0.5362529549312334
E01000929,19.094693028095733,19.979188345473464,6.39958376690947,39.28199791883455,15.244536940686784,0.7419798791797912
E01000935,15.236318407960198,21.082089552238806,7.027363184079602,46.766169154228855,9.888059701492537,0.6989167966139452
E01000943,25.851197982345525,4.918032786885246,7.503152585119799,56.36822194199244,5.359394703656998,0.6045131661177803
E01000947,19.173157579388857,10.784901138406232,6.7106051527860995,59.556620730976626,3.7747153984421806,0.5909804165121497
E01000952,30.303030303030305,16.0427807486631,5.28817587641117,43.731431966726085,4.634581105169341,0.6862473252323309
E01000955,28.921933085501863,16.059479553903348,6.691449814126393,41.33828996282528,6.988847583643122,0.7103141194842526
E01000961,21.862799776910204,14.221974344673733,6.8600111544896825,46.62576687116564,10.429447852760736,0.6989958159776712
E01000963,36.44859813084112,4.205607476635514,5.036344755970925,43.40602284527518,10.903426791277258,0.6625480256510623
E01000980,14.142761841227486,30.687124749833224,10.206804536357572,41.42761841227485,3.5356904603068715,0.7025355128902924
E01000981,8.85057471264368,23.50574712643678,8.218390804597702,55.804597701149426,3.620689655172414,0.617434271370062
E01000996,27.53188297074269,35.033758439609905,7.726931732933233,25.806451612903224,3.900975243810953,0.7273735162973038
E01001014,18.833535844471445,28.821385176184688,10.449574726609963,37.27825030376671,4.6172539489671935,0.729444509241447
E01001031,19.461697722567287,6.211180124223603,4.278812974465148,66.11456176673568,3.9337474120082816,0.5177745676440428
E01001046,41.02964118564743,11.492459698387936,5.512220488819553,35.36141445657826,6.6042641705668235,0.6860061401936057
E01001058,9.506263817243921,10.685335298452468,7.148120854826824,70.5232129697863,2.1370670596904935,0.4766268302841946
E01001062,21.164021164021165,9.523809523809524,5.423280423280423,61.57407407407407,2.314814814814815,0.5635244324067076
E01001063,14.74025974025974,13.05194805194805,6.298701298701298,63.76623376623377,2.142857142857143,0.5501973351324001
E01001070,14.18994413407821,14.35754189944134,7.877094972067039,60.78212290502793,2.793296089385475,0.5828188882993663
E01001093,24.665178571428573,13.504464285714285,6.584821428571429,52.51116071428571,2.734375,0.6400999730947067
E01001098,15.885947046843176,6.720977596741344,5.7026476578411405,70.3326544467074,1.3577732518669383,0.47214191265360794
E01001102,12.749003984063744,4.249667994687915,5.577689243027888,76.02921646746348,1.394422310756972,0.4005906431820305
E01001105,11.13033448673587,8.131487889273355,7.7854671280276815,71.56862745098039,1.384083044982699,0.46253969394257477
E01001106,11.118508655126497,9.254327563249001,5.725699067909454,70.50599201065246,3.395472703062583,0.47753284125382756
E01001120,13.683431952662723,10.650887573964498,6.06508875739645,68.04733727810651,1.5532544378698225,0.5029684272259374
E01001121,14.069591527987896,3.5552193645990924,4.16036308623298,76.39939485627836,1.8154311649016641,0.3931935063775833
E01001123,17.364532019704434,9.298029556650246,5.357142857142857,65.51724137931035,2.4630541871921183,0.5284745140624619
E01001125,19.84223300970874,11.04368932038835,6.553398058252427,59.04126213592234,3.5194174757281553,0.5943118755302101
E01001128,8.4946908182386,35.352904434728295,7.432854465958775,45.22173641474079,3.497813866333541,0.6565524904211569
E01001130,12.104072398190045,43.55203619909502,10.180995475113122,29.468325791855204,4.6945701357466065,0.6962637691693454
E01001158,6.540222367560497,26.74950948332243,8.829300196206672,55.2648790058862,2.6160889470241986,0.6102681918915785
E01001159,15.673175745118192,21.223021582733814,8.83864337101747,47.99588900308325,6.269270298047276,0.6882904189055157
E01001169,18.808091853471844,29.524330235101147,6.34226353198469,41.17003827227993,4.155276107162384,0.7022106927423166
E01001237,11.11111111111111,3.917790622992935,5.459216441875402,75.08028259473346,4.431599229287091,0.41747031761176345
E01001249,17.738631708316262,15.731257681278166,7.906595657517411,44.94059811552643,13.682916837361736,0.7168474649831056
E01001270,28.85600455321571,11.667615253272624,5.293113261240752,42.914058053500284,11.26920887877063,0.7034569260157516
E01001271,32.44653103808034,11.163275952008346,4.694835680751173,42.04486176317162,9.650495565988523,0.6939659946191572
E01001283,15.212527964205815,16.387024608501118,7.718120805369128,49.55257270693512,11.129753914988815,0.6861146144568062
E01001294,71.77339901477833,5.073891625615764,1.3300492610837438,9.408866995073891,12.413793103448276,0.45784367492538025
E01001295,69.73757677275265,4.96929089893914,2.0658849804578447,11.948632049134561,11.2786152987158,0.48377316821716365
E01001306,11.348383160463698,3.8438071995118976,7.5045759609518,72.66625991458207,4.636973764490543,0.449823382983642
E01001318,27.566735112936346,17.248459958932237,4.414784394250513,40.34907597535934,10.420944558521562,0.7186431405453495
E01001320,19.112207151664613,21.948212083847103,6.350184956843403,42.971639950678174,9.617755856966708,0.717361160735327
E01001326,22.97090352220521,14.854517611026033,11.128126595201634,37.774374680959674,13.272077590607454,0.7524794270289792
E01001329,28.58590978205778,15.306639635073493,6.031424227065383,37.50633552965028,12.569690826153066,0.7347452134479435
E01001346,19.49974476773864,8.269525267993874,4.0326697294538025,49.617151607963244,18.580908626850434,0.6728000581601232
E01001363,80.7035175879397,7.537688442211055,1.507537688442211,2.512562814070352,7.738693467336684,0.3361652483523144
E01001394,11.611611611611613,12.112112112112113,4.054054054054054,58.05805805805806,14.164164164164164,0.6130670209749289
E01001397,17.305029995385325,12.967235809875405,5.906783571758191,47.02353484079372,16.797415782187354,0.7004130634263288
E01001405,6.232609905397886,7.0673344462993875,5.286588759042849,73.40011129660546,8.013355592654424,0.4431469130675654
E01001408,3.659268146370726,7.138572285542892,6.35872825434913,77.9244151169766,4.919016196760648,0.3798805925677491
E01001409,17.73955773955774,17.395577395577398,7.125307125307126,46.09336609336609,11.646191646191646,0.7071699798972526
E01001429,10.65749892565535,37.34422002578427,5.28577567683713,29.694886119467125,17.017619252256125,0.7292501896146746
E01001451,7.701564380264742,5.7160048134777375,3.9711191335740073,74.90974729241877,7.701564380264742,0.4221459074578494
E01001456,5.667144906743185,4.304160688665711,6.312769010043041,74.96413199426112,8.751793400286944,0.421329164342365
E01001460,14.211274277593558,26.859308384651825,3.7423022264329706,45.42870677404074,9.758408337280908,0.6903618478112326
E01001461,11.28725428027901,30.437539632213063,3.487634749524413,39.8858592263792,14.901712111604311,0.7121047685720019
E01001478,10.970464135021098,20.313441832429174,6.088004822182038,46.292947558770344,16.335141651597347,0.7020075348411009
E01001485,11.206434316353887,30.080428954423592,5.3083109919571045,36.62198391420912,16.782841823056298,0.7318571972773469
E01001497,13.476157567380787,12.992398064961991,3.9391845196959228,50.51831375259157,19.07394609536973,0.6718158151006133
E01001500,15.166771554436753,6.230333543108873,4.7199496538703585,62.177470106985524,11.70547514159849,0.5705818122626412
E01001524,15.556978233034572,11.587708066581307,6.402048655569782,55.12163892445583,11.331626120358514,0.6415918394782617
E01001532,7.951807228915662,3.6746987951807233,6.506024096385541,74.57831325301206,7.289156626506024,0.4265880389025982
E01001547,8.445297504798464,20.201535508637235,7.485604606525912,48.464491362763916,15.403071017274472,0.6878479117008853
E01001563,7.085253456221198,4.838709677419355,7.200460829493087,72.2926267281106,8.582949308755762,0.4574648537875087
E01001565,10.925373134328359,7.522388059701493,6.567164179104477,64.29850746268657,10.686567164179104,0.5532421474715972
E01001573,16.77215189873418,28.29113924050633,5.443037974683544,45.88607594936709,3.6075949367088604,0.6770132991507771
E01001606,5.088902513795217,2.8816676885346415,3.740036787247088,86.57265481299817,1.7167381974248928,0.24540394359589512
E01001641,7.671673819742489,14.645922746781114,5.686695278969957,69.04506437768241,2.9506437768240343,0.491837665088692
E01001673,38.55773238849521,18.757815756565236,3.1263026260942057,33.13880783659858,6.4193413922467695,0.7012283324248796
E01001677,19.89843028624192,33.65650969529086,6.094182825484765,33.74884579870729,6.602031394275161,0.7251581351688012
E01001684,10.610263522884882,19.070735090152567,6.51872399445215,60.19417475728155,3.6061026352288486,0.584489295765436
E01001700,22.485207100591715,29.163144547759934,4.733727810650888,32.75570583262891,10.862214708368555,0.7430594309780212
E01001710,17.3371104815864,39.32011331444759,5.042492917847025,35.12747875354108,3.1728045325779037,0.6883920102079304
E01001714,13.310580204778159,20.28278888347148,7.898586055582643,47.63529985372989,10.872745002437835,0.6961710892000453
E01001724,9.668508287292818,10.600828729281767,7.63121546961326,63.60497237569061,8.494475138121548,0.5618158309422789
E01001731,12.893553223388308,24.2503748125937,6.746626686656672,46.36431784107946,9.745127436281859,0.6955541157457253
E01001738,5.916140149339459,7.524411257897761,7.294658242389432,71.0511200459506,8.213670304422745,0.47394444424282955
E01001744,6.970912738214643,21.464393179538614,6.519558676028084,54.86459378134403,10.180541624874625,0.6334414477132502
E01001747,10.09016745384285,14.727350794332331,7.986260197509661,60.455130957492486,6.74109059682267,0.5917248145869625
E01001760,8.994708994708994,22.063492063492063,7.671957671957672,53.91534391534392,7.3544973544973535,0.6412485652697293
E01001763,8.088235294117647,26.838235294117645,5.392156862745098,53.55392156862745,6.127450980392156,0.6279646049596309
E01001768,16.890080428954423,13.780160857908847,6.541554959785523,58.284182305630026,4.504021447721179,0.6064708292304264
E01001795,15.29051987767584,17.813455657492355,7.64525993883792,56.34556574923547,2.90519877675841,0.6207167840342658
E01001803,3.325942350332594,6.1529933481153,6.984478935698448,77.71618625277162,5.82039911308204,0.3828613182826043
E01001807,3.861003861003861,15.223386651958082,4.026475455046883,64.20297848869278,12.6861555432984,0.5454167654151895
E01001834,7.977922729553437,18.364274962368288,8.73055694932263,55.9959859508279,8.931259407927747,0.6307565692165429
E01001835,11.075181891673404,9.943411479385611,8.56911883589329,65.80436540016169,4.607922392886015,0.5353591662097453
E01001836,5.382131324004305,18.998923573735198,10.010764262648008,60.97954790096879,4.628632938643703,0.5769928659240986
E01001873,8.050565535595476,11.776447105788424,8.183632734530939,62.80771789753826,9.181636726546905,0.570041996291294
E01001881,9.411764705882353,7.433155080213903,5.240641711229946,72.99465240641712,4.919786096256685,0.4476278989962539
