LSOA2011,AvPTAI2015,PTAL,PTAIHigh,PTAILow
E01000006,22.4558,5,34.1054,0.0
E01000010,32.286,6a,42.9356,8.46497
E01000017,8.20281,2,13.5186,5.0841
E01000027,3.85844,1b,6.79676,0.0
E01000028,3.01489,1b,4.71175,0.0
E01000029,2.5171,1b,5.82126,0.0
E01000031,4.07693,1b,8.02453,0.0
E01000032,6.6856,2,16.512,0.0
E01000038,8.36135,2,11.3669,2.61415
E01000044,8.7118,2,33.6359,2.85249
E01000058,7.25869,2,9.74211,2.40983
E01000063,7.42822,2,9.76543,5.41955
E01000073,3.68102,1b,6.55727,0.0
E01000077,7.48654,2,9.6741,4.18383
E01000080,5.88791,2,7.88025,2.45281
E01000085,13.5581,3,16.8137,11.5025
E01000098,11.0563,3,15.4719,7.58258
E01000103,3.04832,1b,11.4186,0.0
E01000120,7.20748,2,12.7748,4.53662
E01000124,12.9099,3,24.9525,0.0
E01000132,10.0333,3,13.3313,4.92915
E01000134,11.0418,3,15.2124,4.4425
E01000136,11.6318,3,34.1364,0.0
E01000139,10.1868,3,16.0694,2.65375
E01000140,14.5111,3,20.4991,10.118
E01000145,12.0305,3,27.6072,3.48371
E01000147,4.9307,1b,6.8558,2.02262
E01000158,6.74756,2,12.7452,2.58618
E01000161,9.4314,2,12.9108,2.81934
E01000162,10.2149,3,13.7658,7.53721
E01000163,3.79625,1b,8.22625,0.0
E01000164,7.30712,2,13.2732,0.0
E01000169,6.72274,2,12.0197,1.85038
E01000183,2.92704,1b,11.0873,0.0
E01000193,20.0665,5,43.3869,2.65032
E01000197,9.2003,2,20.8008,3.44856
E01000206,2.80062,1b,13.9622,0.0
E01000207,3.89728,1b,5.6874,2.46602
E01000212,7.74902,2,26.5206,2.287
E01000216,8.80247,2,15.8143,4.85505
E01000217,6.08947,2,9.20555,1.73751
E01000220,13.651,3,18.4633,8.48542
E01000222,6.68951,2,11.434,4.46945
E01000223,8.4522,2,14.5112,0.0
E01000224,9.28636,2,13.3766,6.17118
E01000234,11.8742,3,17.5751,4.6036
E01000239,5.80517,2,16.5758,0.0
E01000241,2.21401,1a,6.98464,0.0
E01000242,4.83334,1b,7.19822,2.33204
E01000261,2.93094,1b,4.82154,0.0
E01000266,4.41078,1b,7.9171,1.29152
E01000269,10.0329,3,16.2602,5.73013
E01000270,10.4929,3,14.0076,7.71645
E01000280,4.76207,1b,17.2137,0.0
E01000287,4.13223,1b,5.76196,2.67202
E01000288,8.34093,2,24.5539,0.0
E01000292,8.10976,2,16.3083,3.0462
E01000295,14.5725,3,24.377,5.48733
E01000298,12.4266,3,19.8811,3.49604
E01000304,8.91359,2,16.2483,3.11975
E01000316,5.17573,2,11.7524,3.26843
E01000324,6.64776,2,10.9895,1.2709
E01000333,4.65451,1b,7.4971,1.95343
E01000344,4.49253,1b,6.27289,2.40418
E01000346,3.83546,1b,5.49931,1.29317
E01000350,3.73397,1b,6.16081,0.0
E01000352,4.45,1b,5.86488,0.0
E01000358,8.54207,2,13.6249,2.11713
E01000359,4.70258,1b,10.0376,3.20201
E01000365,10.9912,3,25.5656,1.79117
E01000366,15.4365,4,21.6472,5.7131
E01000371,4.97689,1b,9.78597,0.0
E01000391,1.68107,1a,5.13711,0.0
E01000395,4.94627,1b,12.5236,0.0
E01000407,5.89327,2,11.8561,2.55798
E01000408,2.95511,1b,10.6619,0.0
E01000413,3.13988,1b,6.71716,0.0
E01000415,10.0208,3,16.0433,1.76654
E01000427,3.50594,1b,12.5027,0.0
E01000429,3.16287,1b,9.56615,0.0
E01000430,1.11926,1a,9.96942,0.0
E01000432,6.72977,2,13.6,0.0
E01000433,9.43322,2,13.9017,2.71511
E01000435,6.34223,2,12.1355,0.0
E01000449,7.69075,2,13.8878,0.0
E01000459,8.92433,2,15.1474,1.57812
E01000460,2.84096,1b,14.6932,0.0
E01000465,5.52304,2,10.5164,3.66162
E01000468,3.15332,1b,9.67602,0.0
E01000474,6.01557,2,12.1401,0.0
E01000479,8.773,2,19.0604,2.22013
E01000480,8.53172,2,20.1894,0.0
E01000482,13.8398,3,25.0535,6.90057
E01000483,4.48723,1b,10.7604,0.0
E01000486,1.89211,1a,12.06,0.0
E01000490,18.8376,4,24.4385,12.4855
E01000493,12.1156,3,17.088,6.15781
E01000495,16.5721,4,25.6341,11.6677
E01000497,9.96727,2,14.3582,4.06039
E01000499,8.17823,2,14.1942,0.0
E01000502,5.22546,2,8.97117,2.21775
E01000503,4.5231,1b,11.6101,0.0
E01000508,9.03168,2,18.0755,3.42542
E01000511,14.7046,3,19.3793,6.77273
E01000516,7.96554,2,14.5924,3.28954
E01000517,6.82001,2,15.6914,0.0
E01000518,5.50147,2,11.5679,0.0
E01000525,21.9764,5,27.0672,16.7854
E01000535,17.2412,4,26.2959,7.81209
E01000543,9.25994,2,15.3873,2.56079
E01000551,21.5508,5,24.7471,16.4425
E01000556,24.2404,5,26.8186,19.6943
E01000560,12.834,3,18.5368,4.47528
E01000562,3.15073,1b,9.02857,0.0
E01000563,4.22988,1b,7.36182,2.25386
E01000564,8.36473,2,12.1269,2.31909
E01000574,7.54603,2,12.3257,4.44129
E01000577,7.48327,2,12.1569,3.10238
E01000589,7.31725,2,14.1907,0.0
E01000601,8.08791,2,14.4235,3.19656
E01000607,7.60076,2,18.0512,0.0
E01000620,8.14347,2,18.7111,0.0
E01000621,10.1976,3,21.3383,0.0
E01000627,10.8824,3,15.0448,5.68212
E01000630,12.6801,3,26.4506,0.0
E01000638,10.6557,3,24.8171,0.0
E01000640,21.8738,5,26.5273,15.7237
E01000644,15.7692,4,19.9576,9.75394
E01000646,4.81849,1b,8.29688,2.63025
E01000648,7.97442,2,12.9426,0.0
E01000649,8.30551,2,16.0272,0.0
E01000651,8.29657,2,12.5235,2.81942
E01000662,2.57166,1b,6.01843,0.0
E01000669,7.89737,2,9.2039,6.13907
E01000670,20.9143,5,34.4156,2.14558
E01000673,8.33057,2,14.4287,4.51745
E01000678,10.4015,3,32.0211,0.0
E01000684,3.3141,1b,5.95965,0.0
E01000695,2.09427,1a,9.12131,0.0
E01000698,3.03878,1b,6.25227,0.0
E01000708,11.3352,3,18.9422,5.43006
E01000712,9.9824,2,19.1845,1.5234
E01000725,8.85412,2,13.7004,0.0
E01000752,2.24921,1a,6.28518,0.0
E01000755,9.75678,2,18.8124,0.753192
E01000782,5.60989,2,7.95514,0.0
E01000792,4.3915,1b,6.08739,2.11793
E01000794,5.19259,2,24.6865,0.0
E01000802,16.6572,4,21.1524,12.0121
E01000806,17.9533,4,20.6053,13.5711
E01000813,5.27963,2,14.7103,0.0
E01000814,11.9807,3,29.2287,0.0
E01000820,4.79018,1b,9.75017,0.0
E01000823,9.76816,2,24.5472,2.0824
E01000824,15.9188,4,21.3688,3.90532
E01000826,2.24561,1a,3.46811,1.50528
E01000829,19.1676,4,31.0183,4.26358
E01000830,3.17597,1b,10.5502,0.0
E01000832,5.32819,2,9.63531,0.0
E01000838,4.17723,1b,11.4899,0.0
E01000851,55.0582,6b,59.9113,51.917
E01000854,67.7297,6b,100.448,49.3342
E01000858,25.9939,6a,38.8945,7.43268
E01000859,11.7204,3,18.2064,7.24748
E01000864,7.84971,2,11.4519,4.67853
E01000866,24.6208,5,38.9166,11.2913
E01000880,20.6078,5,36.4388,7.19919
E01000891,11.0683,3,14.542,9.93937
E01000896,15.3479,4,21.3477,10.8741
E01000904,28.539,6a,32.6796,23.6963
E01000909,8.16553,2,16.3142,5.30452
E01000910,17.9521,4,24.0225,11.5978
E01000912,6.58256,2,24.7152,0.0
E01000914,60.1685,6b,81.9902,33.5773
E01000915,50.4737,6b,67.9454,38.8964
E01000916,55.1058,6b,69.1476,47.4194
E01000923,22.28,5,28.9519,19.7422
E01000926,18.2701,4,21.8149,11.6479
E01000930,27.3387,6a,32.2293,24.2318
E01000934,16.2306,4,31.5255,2.15251
E01000937,51.5901,6b,70.129,30.6765
E01000946,23.0251,5,85.358,0.0
E01000949,18.7654,4,27.2602,10.121
E01000950,27.6479,6a,42.8259,16.3348
E01000951,35.5703,6a,46.4322,25.3431
E01000956,83.8862,6b,118.512,47.7357
E01000958,36.7298,6a,56.9799,2.50826
E01000960,37.2568,6a,47.9904,26.3905
E01000966,21.1491,5,30.8903,13.5976
E01000970,22.4513,5,27.3554,19.2878
E01000971,16.8373,4,18.5445,8.51956
E01000972,28.7901,6a,42.3644,9.79506
E01000977,16.394,4,21.8865,10.7293
E01000979,35.4789,6a,54.5225,11.2572
E01000983,12.1659,3,17.9551,8.53761
E01000992,7.71603,2,17.8506,0.0
E01000993,15.1917,4,19.9407,10.2184
E01000995,5.73622,2,10.158,4.36514
E01000998,15.261,4,18.398,10.3674
E01000999,9.77532,2,17.2453,4.47993
E01001003,10.512,3,15.8399,2.37668
E01001007,8.63286,2,11.3794,5.8395
E01001008,8.70143,2,12.6733,6.13276
E01001015,6.22204,2,13.8415,0.902792
E01001017,1.37466,1a,9.66218,0.0
E01001018,2.04846,1a,6.13902,0.0
E01001022,1.60887,1a,4.83893,0.0
E01001026,5.27346,2,7.48435,1.46455
E01001039,3.77248,1b,10.5374,1.86648
E01001042,36.4641,6a,74.362,23.1118
E01001044,7.24152,2,31.2473,0.0
E01001053,8.99229,2,12.3464,6.25696
E01001054,11.4463,3,15.5282,9.1532
E01001056,8.14277,2,10.4873,5.92348
E01001061,3.65065,1b,12.0221,0.0
E01001064,3.8942,1b,16.8449,0.0
E01001067,2.15772,1a,6.23827,0.0
E01001071,3.236,1b,8.92959,0.0
E01001072,0.191141,1a,3.30195,0.0
E01001074,8.73726,2,17.2133,2.9615
E01001076,7.85997,2,13.9875,3.57331
E01001082,6.28667,2,11.8326,0.0
E01001083,8.44081,2,16.7622,2.79666
E01001091,3.0854,1b,10.6758,0.0
E01001110,28.3125,6a,48.8509,7.12873
E01001117,14.6037,3,29.3728,2.83879
E01001133,5.21562,2,8.19838,1.6029
E01001137,7.3365,2,17.3909,2.21627
E01001138,8.5288,2,17.1665,2.92612
E01001146,4.45021,1b,10.4066,2.12551
E01001154,16.3767,4,21.0133,8.83434
E01001157,4.17033,1b,7.29973,0.0
E01001162,9.15466,2,15.265,4.99973
E01001163,8.4111,2,10.3668,3.87815
E01001171,11.0295,3,20.7277,2.0354
E01001172,5.20042,2,14.6435,0.0
E01001175,12.1109,3,19.1517,9.40629
E01001180,8.17941,2,12.6354,3.3924
E01001181,11.9405,3,15.2721,9.72923
E01001185,14.2253,3,19.1364,9.54145
E01001191,20.2794,5,24.2574,15.6875
E01001193,5.90949,2,15.6452,0.0
E01001194,9.51461,2,21.0912,0.0
E01001203,11.5373,3,13.5935,10.0026
E01001204,9.82003,2,13.5127,5.20942
E01001208,8.15917,2,14.4105,0.0
E01001212,8.41055,2,14.2736,3.35889
E01001220,7.48066,2,15.5186,0.0
E01001231,13.3763,3,22.401,3.73593
E01001233,12.0256,3,17.427,7.15193
E01001236,14.1672,3,28.9781,3.31448
E01001238,18.5242,4,26.5655,2.08502
E01001250,13.1669,3,18.9261,6.369
E01001254,8.62924,2,19.0384,0.0
E01001261,16.0815,4,25.2925,0.0
E01001266,9.70967,2,16.684,0.0
E01001267,8.61345,2,16.2726,0.0
E01001269,8.36389,2,14.2302,2.98234
E01001274,8.73261,2,13.6218,4.00602
E01001277,12.7076,3,21.8823,0.0
E01001278,17.0625,4,22.1914,12.6484
E01001279,6.53397,2,11.411,2.33989
E01001281,5.89419,2,20.5427,0.0
E01001285,7.67392,2,15.4014,3.3598
E01001291,8.70156,2,10.9223,5.3001
E01001296,6.06176,2,7.20291,3.64699
E01001311,6.10874,2,14.8158,1.41475
E01001315,7.7952,2,14.211,0.0
E01001331,6.28616,2,9.74238,0.0
E01001337,3.47932,1b,18.3712,0.0
E01001339,2.0779,1a,10.9237,0.0
E01001345,4.40317,1b,11.7149,0.0
E01001347,4.07255,1b,13.7866,0.0
E01001352,18.863,4,23.2585,14.6552
E01001353,18.2015,4,26.7112,13.083
E01001354,20.0663,5,26.9191,6.13202
E01001359,8.32297,2,15.3145,5.4924
E01001382,9.00221,2,14.572,4.09123
E01001383,8.34792,2,13.8535,3.6218
E01001386,10.2136,3,26.7876,0.0
E01001387,16.6774,4,37.6276,2.715
E01001388,19.7149,4,27.3908,13.7059
E01001391,11.9268,3,17.8787,3.69257
E01001401,8.2105,2,10.0849,5.76825
E01001402,6.76976,2,10.9758,3.44268
E01001404,1.38797,1a,7.13601,0.0
E01001420,4.87497,1b,11.2405,1.79095
E01001422,1.58118,1a,3.96012,0.0
E01001430,19.3486,4,26.7818,0.0
E01001434,3.48845,1b,7.29663,2.04829
E01001445,3.27794,1b,9.06477,0.0
E01001446,7.56173,2,12.6718,4.90066
E01001449,7.15805,2,9.27433,1.74842
E01001462,8.25871,2,17.8583,2.22575
E01001463,5.47216,2,8.53138,4.11343
E01001469,8.29827,2,11.9917,1.57884
E01001472,10.9356,3,21.6455,5.97667
E01001474,7.25554,2,14.5364,1.75575
E01001489,7.01077,2,16.0496,3.66506
E01001499,5.506,2,14.2191,0.0
E01001504,6.6924,2,14.4142,0.0
E01001509,8.03187,2,14.3741,5.20071
E01001511,9.96331,2,18.7523,3.42386
E01001518,8.49619,2,17.8291,0.0
E01001526,3.27332,1b,8.88667,0.0
E01001536,16.2406,4,26.0113,3.74283
E01001537,3.08794,1b,4.58371,2.00948
E01001543,3.31608,1b,12.7876,0.0
E01001544,13.137,3,21.2612,2.48456
E01001545,3.99603,1b,6.86942,1.3985
E01001548,5.88398,2,8.19462,2.63574
E01001549,4.96912,1b,8.3051,0.0
E01001555,16.8233,4,24.3206,7.45604
E01001558,19.9923,4,25.1592,12.6357
E01001560,8.10062,2,15.6366,0.0
E01001572,12.9467,3,16.8209,3.19478
E01001586,14.2767,3,19.2823,6.84779
E01001591,15.4697,4,21.2485,5.99972
E01001598,7.24491,2,12.0915,1.72602
E01001608,9.34922,2,19.2205,0.0
E01001611,5.26864,2,12.0947,2.31996
E01001621,16.7791,4,24.0605,8.50978
E01001624,6.64714,2,13.5034,3.30286
E01001646,10.1039,3,13.4737,7.61001
E01001650,6.70168,2,12.1584,3.1442
E01001654,2.71472,1b,3.93823,1.76632
E01001658,6.88436,2,12.2758,4.23875
E01001661,6.34564,2,15.1026,2.29819
E01001674,8.69146,2,14.4797,2.06365
E01001686,4.7133,1b,7.15004,2.86704
E01001692,5.74261,2,10.1199,0.0
E01001694,4.59608,1b,12.5494,0.0
E01001697,17.7606,4,37.1157,3.02734
E01001702,2.9455,1b,7.20898,1.88017
E01001711,9.86764,2,17.3012,5.24861
E01001713,13.6005,3,16.8499,10.8022
E01001719,13.1775,3,19.3852,9.58772
E01001726,20.0355,5,21.4716,16.944
E01001728,13.7357,3,16.6698,11.5823
E01001730,19.9055,4,29.1292,11.6021
E01001737,9.14911,2,11.3675,6.80858
E01001746,14.8335,3,16.7559,11.2122
E01001750,20.7304,5,30.4334,16.3057
E01001752,13.4473,3,21.5565,5.87934
E01001755,17.3956,4,22.2136,13.4455
E01001758,29.7331,6a,42.8209,12.044
E01001759,26.6748,6a,30.1195,17.2993
E01001764,19.5365,4,23.5931,11.5843
E01001773,18.3073,4,23.1752,16.2261
E01001775,11.0014,3,17.8017,4.17297
E01001779,26.9558,6a,38.2178,18.6755
E01001780,37.2004,6a,50.2408,27.0346
E01001784,22.5587,5,35.5614,12.8823
E01001786,2.67104,1b,12.7155,0.0
E01001787,5.03816,2,9.46056,2.70572
E01001791,7.56684,2,14.1076,4.05535
E01001794,22.9605,5,27.838,16.2173
E01001806,8.51787,2,19.229,2.60697
E01001814,22.4269,5,29.1056,14.0473
E01001815,13.0801,3,17.7919,8.19403
E01001824,6.39963,2,12.5128,0.0
E01001829,19.9941,4,27.7055,13.7484
E01001832,22.0006,5,26.0771,15.6034
E01001838,22.4844,5,25.9896,18.6253
E01001841,7.21144,2,9.97999,5.01219
E01001845,11.1784,3,14.1948,9.82838
E01001851,27.4169,6a,38.9001,12.8871
E01001862,13.926,3,16.8457,9.21066
E01001869,34.8747,6a,48.9895,17.584
E01001870,22.8124,5,29.6877,16.9187
E01001872,26.8532,6a,31.4808,22.976
E01001883,30.1086,6a,41.09,22.0001
E01001891,20.6091,5,37.4698,6.26668
E01001896,27.0853,6a,35.7015,12.049
E01001899,38.8981,6a,57.4868,24.6891
E01001907,17.2494,4,26.0745,9.56301
E01001909,21.9269,5,26.4139,18.9879
E01001918,8.78817,2,13.8671,6.98983
E01001928,15.6955,4,20.2773,10.0321
E01001929,22.6342,5,27.4616,14.3833
E01001930,12.0684,3,20.0138,2.66164
E01001931,17.8779,4,21.6663,16.4598
E01001950,18.3188,4,21.3593,14.0399
E01001953,20.6443,5,27.6208,12.171
E01001960,11.9181,3,16.0865,7.87045
E01001972,18.835,4,27.3794,8.03361
E01001973,14.1758,3,27.0547,1.88648
E01001978,22.805,5,26.5573,20.7564
E01001980,7.19553,2,12.3914,5.23499
E01001983,6.60909,2,9.07137,5.28159
E01001988,11.1774,3,13.8583,8.53851
E01001993,6.36317,2,12.2968,0.0
E01001994,8.09537,2,14.756,4.05693
E01001995,2.84053,1b,6.8056,0.0
E01002001,16.2744,4,19.1497,14.1897
E01002002,28.7293,6a,63.571,11.2885
E01002003,28.4334,6a,42.2414,9.0698
E01002007,16.8044,4,22.9304,10.8607
E01002008,4.39824,1b,17.0936,0.0
E01002013,5.29557,2,14.4231,0.0
E01002021,7.09473,2,9.74175,4.42674
E01002022,11.9249,3,17.9593,6.5
E01002026,29.3411,6a,39.3451,19.3948
E01002036,12.596,3,19.0726,3.38779
E01002039,10.2248,3,13.1063,7.99847
E01002049,9.75451,2,15.1474,5.91017
E01002053,22.5215,5,29.6078,14.4782
E01002057,3.9649,1b,14.8019,0.0
E01002066,35.249,6a,48.6746,22.6986
E01002071,36.128,6a,42.6663,29.8926
E01002075,7.64326,2,13.6072,1.949
E01002077,21.8826,5,28.6443,5.87401
E01002088,11.3333,3,18.0777,2.23614
E01002101,4.38739,1b,9.25358,0.0
E01002103,11.0979,3,23.5223,4.06262
E01002106,3.62664,1b,5.82727,0.0
E01002109,4.20748,1b,8.93011,1.82328
E01002110,5.97362,2,9.74473,2.32198
E01002113,2.54529,1b,11.4662,0.0
E01002124,3.03255,1b,5.91871,0.0
E01002125,9.0629,2,21.9583,0.0
E01002131,6.53152,2,16.4493,0.0
E01002132,9.26165,2,19.2559,2.15081
E01002138,5.02084,2,8.50717,3.59608
E01002142,10.896,3,15.859,8.19782
E01002152,4.2706,1b,8.49861,0.0
E01002156,6.05169,2,12.3634,0.0
E01002158,5.69312,2,11.7908,2.48257
E01002161,13.9476,3,17.0915,10.7273
E01002162,5.68922,2,8.40922,3.30299
E01002167,3.92671,1b,8.43813,2.1479
E01002173,6.3859,2,11.7471,3.34346
E01002176,11.2074,3,22.7928,0.0
E01002188,4.67791,1b,11.846,0.0
E01002196,3.44001,1b,8.38097,1.36141
E01002198,7.24538,2,14.7284,2.72427
E01002200,5.39606,2,12.0282,0.0
E01002203,4.58829,1b,12.2345,2.32608
E01002208,7.41351,2,13.5602,1.80713
E01002210,9.77544,2,16.1018,0.0
E01002222,6.3186,2,10.6441,1.48967
E01002227,3.76308,1b,8.08391,0.0
E01002231,4.32826,1b,9.31763,2.63595
E01002234,3.8861,1b,7.53856,0.0
E01002251,8.71603,2,12.3878,6.10841
E01002253,2.19965,1a,4.48951,0.0
E01002258,4.56305,1b,6.03081,2.2397
E01002259,0.661991,1a,6.35064,0.0
E01002263,2.23081,1a,10.0248,0.0
E01002274,6.79855,2,9.69105,0.0
E01002276,0.834587,1a,6.91639,0.0
E01002279,5.13857,2,7.47139,3.28421
E01002281,5.47366,2,9.23158,2.59395
E01002284,4.27953,1b,7.6104,0.0
E01002287,8.12388,2,14.3374,0.0
E01002288,3.26005,1b,9.65309,0.0
E01002290,9.15911,2,12.9883,6.26948
E01002302,5.37297,2,9.70925,1.96099
E01002305,0.794609,1a,4.87934,0.0
E01002312,3.54009,1b,6.88849,0.0
E01002313,3.88134,1b,6.3858,1.84425
E01002316,2.98846,1b,5.55349,0.0
E01002317,3.9746,1b,10.118,0.0
E01002319,6.30086,2,12.5389,2.80479
E01002331,5.56346,2,10.0119,2.01939
E01002332,5.74047,2,9.56899,2.7762
E01002335,6.44552,2,9.49016,0.0
E01002342,4.2182,1b,7.15766,2.91895
E01002345,7.40675,2,12.1803,0.0
E01002350,27.5309,6a,40.0191,8.89239
E01002351,9.33551,2,25.1787,4.42797
E01002353,14.8267,3,36.8921,0.0
E01002355,7.17816,2,14.7983,0.0
E01002371,6.45978,2,8.39102,5.49879
E01002373,3.62359,1b,7.22077,0.0
E01002379,12.4053,3,16.6802,9.54338
E01002384,10.1165,3,23.4824,1.82437
E01002388,2.10815,1a,3.108,0.0
E01002390,3.6671,1b,15.8125,0.0
E01002400,4.92686,1b,9.21129,0.0
E01002401,5.05247,2,11.6861,0.0
E01002407,14.9861,3,24.7567,0.0
E01002416,1.84516,1a,8.95188,0.0
E01002418,5.46504,2,9.67149,0.0
E01002419,9.51351,2,12.8524,2.17193
E01002420,3.30311,1b,8.74156,0.0
E01002422,4.62929,1b,6.8378,2.69484
E01002424,5.29873,2,6.57101,3.58781
E01002428,2.66693,1b,5.34851,0.0
E01002434,2.65528,1b,13.7326,0.0
E01002438,0.240965,1a,2.5125,0.0
E01002448,5.89817,2,15.4586,0.0
E01002454,0.501776,1a,3.02054,0.0
E01002464,4.9929,1b,12.2626,0.0
E01002465,7.99062,2,12.2241,2.13004
E01002484,6.5183,2,10.1507,3.04275
E01002485,9.20889,2,13.0118,6.60076
E01002490,8.17782,2,22.366,0.0
E01002494,1.52927,1a,9.26337,0.0
E01002497,8.86139,2,12.7884,2.22177
E01002498,7.71931,2,11.5636,0.0
E01002529,11.2418,3,15.1564,6.14658
E01002530,3.38288,1b,6.04595,2.28802
